Rex,Label,Density,Grams,Cost,Formula Number
"QR","QUIN RED",0.99460757,4.5999999,0,"2353"
"LB","LAMP BLACK",1.0665069,24.9,0,"2353"
"PB","PTHALO BLUE",1.0041941,1.7,0,"2353"
"BASE","WIPE STAIN",0.82444578,2787.8999,0,"2354"
"BU","BURNT UMBER",1.483523,247.8,0,"2354"
"QR","QUIN RED",0.99460757,58.900002,0,"2354"
"LB","LAMP BLACK",1.0665069,189,0,"2354"
"SEALER","TONER",0.97303772,3479.7,0,"2356"
"YO","YELLOW OXIDE",1.605752,7.9000001,0,"2356"
"TW","TITANIUMN WHITE",1.8813661,374.79999,0,"2356"
"QR","QUIN RED",0.99460757,1.2,0,"2356"
"LB","LAMP BLACK",1.0665069,3.7,0,"2356"
"BASE","GLAZE ",0.88436192,2992.3,0,"2357"
"RU","RAW UMBER",1.3876573,308,0,"2357"
"YO","YELLOW OXIDE",1.605752,88,0,"2357"
"LB","LAMP BLACK",1.0665069,132,0,"2357"
"TW","TITANIUMN WHITE",1.8813661,126.6,0,"2358"
"SEALER","TONER",0.97303772,3466.2,0,"2427"
"BU","BURNT UMBER",1.483523,2.0999999,0,"2427"
"RU","RAW UMBER",1.3876573,6.1999998,0,"2427"
"YO","YELLOW OXIDE",1.605752,2.0999999,0,"2427"
"TW","TITANIUMN WHITE",1.8813661,405.5,0,"2427"
"BASE","WIPE STAIN",0.82444578,2864.1001,0,"2359"
"RU","RAW UMBER",1.3876573,231.10001,0,"2359"
"YO","YELLOW OXIDE",1.605752,7,0,"2359"
"TW","TITANIUMN WHITE",1.8813661,112,0,"2359"
"QR","QUIN RED",0.99460757,28,0,"2359"
"LB","LAMP BLACK",1.0665069,56,0,"2359"
"SEALER","TONER",0.97303772,3489,0,"2360"
"BU","BURNT UMBER",1.483523,14,0,"2360"
"RU","RAW UMBER",1.3876573,11.6,0,"2360"
"YO","YELLOW OXIDE",1.605752,17.799999,0,"2360"
"TW","TITANIUMN WHITE",1.8813661,312.5,0,"2360"
"LB","LAMP BLACK",1.0665069,4.6999998,0,"2360"
"BASE","WIPE STAIN",0.82444578,2601.1001,0,"2362"
"BU","BURNT UMBER",1.483523,176.2,0,"2362"
"RU","RAW UMBER",1.3876573,268.5,0,"2362"
"QR","QUIN RED",0.99460757,83.900002,0,"2362"
"LB","LAMP BLACK",1.0665069,75.5,0,"2362"
"DYE","GOLDEN BROWN",1.0305573,83.900002,0,"2362"
"DYE","DARK BROWN",1.0305573,83.900002,0,"2362"
"BASE","GLAZE ",0.88436192,3192.7,0,"2364"
"RU","RAW UMBER",1.3876573,3.2,0,"2364"
"YO","YELLOW OXIDE",1.605752,3.2,0,"2364"
"TW","TITANIUMN WHITE",1.8813661,320.89999,0,"2364"
"BASE","WIPE STAIN",0.82444578,2898.3999,0,"2365"
"BU","BURNT UMBER",1.483523,144.3,0,"2365"
"RU","RAW UMBER",1.3876573,131.10001,0,"2365"
"YO","YELLOW OXIDE",1.605752,104.9,0,"2365"
"LB","LAMP BLACK",1.0665069,13.1,0,"2365"
"BASE","WIPE STAIN",0.82444578,2691.3999,0,"2368"
"BU","BURNT UMBER",1.483523,118.9,0,"2368"
"RU","RAW UMBER",1.3876573,31.299999,0,"2368"
"TW","TITANIUMN WHITE",1.8813661,488.20001,0,"2368"
"LB","LAMP BLACK",1.0665069,169,0,"2368"
"BASE","WIPE STAIN",0.82444578,2664.3999,0,"2370"
"RU","RAW UMBER",1.3876573,159.89999,0,"2370"
"YO","YELLOW OXIDE",1.605752,117.2,0,"2370"
"TW","TITANIUMN WHITE",1.8813661,287.79999,0,"2370"
"BASE","GLAZE",0.88436192,38.799999,0,"2378"
"RU","RAW UMBER",1.3876573,1.2,0,"2378"
"SEALER","TONER",0.97303772,3541.3999,0,"2384"
"RU","RAW UMBER",1.3876573,1.9,0,"2384"
"YO","YELLOW OXIDE",1.605752,1.9,0,"2384"
"RU","RAW UMBER",1.3876573,10,0,"2411"
"YO","YELLOW OXIDE",1.605752,7,0,"2411"
"TW","TITANIUMN WHITE",1.8813661,105.3,0,"2411"
"BU","BURNT UMBER",1.483523,4.8000002,0,"2411"
"BASE","SPRAY STAIN",0.81485921,2722.5,0,"2411"
"DYE","YELLOW ",1.0305573,1.4,0,"2411"
"QR","QUIN RED",0.99460757,1.5,0,"2411"
"QR","QUIN RED",0.99460757,32,0,"2370"
"LB","LAMP BLACK",1.0665069,191.8,0,"2370"
"BASE","WIPE STAIN",0.82444578,2866,0,"2373"
"YO","YELLOW OXIDE",1.605752,8.6000004,0,"2373"
"TW","TITANIUMN WHITE",1.8813661,555.09998,0,"2373"
"LB","LAMP BLACK",1.0665069,8.6000004,0,"2373"
"SEALER","TONER",0.97303772,3423.3,0,"2375"
"BU","BURNT UMBER",1.483523,43.200001,0,"2375"
"YO","YELLOW OXIDE",1.605752,57.700001,0,"2375"
"TW","TITANIUMN WHITE",1.8813661,57.700001,0,"2375"
"QR","QUIN RED",0.99460757,130.89999,0,"2375"
"LB","LAMP BLACK",1.0665069,4.8000002,0,"2375"
"UO","UNLEADED ORANGE",1.9868184,33.599998,0,"2375"
"RO","RED OXIDE",1.7974836,32.400002,0,"2375"
"BASE","WIPE STAIN ",0.82444578,2948.1001,0,"2377"
"TW","TITANIUM WHITE",1.8813661,52.900002,0,"2377"
"YO","YELLOW OXIDE",1.605752,136.10001,0,"2377"
"RU","RAW UMBER",1.3876573,98.300003,0,"2377"
"BU","BURNT UMBER",1.483523,37.799999,0,"2377"
"PRIMMER","24 WHITE",1.1312163,4265.8999,0,"2380"
"YO","YELLOW OXIDE",1.605752,7.5,0,"2380"
"RU","RAW UMBER",1.3876573,4.6999998,0,"2380"
"BU","BURNT UMBER",1.483523,2.8,0,"2380"
"LB","LAMP BLACK",1.0665069,3.3,0,"2380"
"QR","QUIN RED",0.99460757,0.89999998,0,"2380"
"SEALER","TONNER ",0.97303772,3404.6001,0,"2381"
"TW","TITANIUM WHITE",1.8813661,232.89999,0,"2381"
"YO","YELLOW OXIDE",1.605752,9.3999996,0,"2381"
"LB","LAMP BLACK",1.0665069,142.7,0,"2381"
"QR","QUIN RED",0.99460757,13.1,0,"2381"
"PB","PTHALO BLUE",1.0041941,9.3999996,0,"2381"
"SEALER","TONNER ",0.97303772,3391.7,0,"2382"
"TW","TITANIUM WHITE",1.8813661,278.10001,0,"2382"
"YO","YELLOW OXIDE",1.605752,8.5,0,"2382"
"LB","LAMP BLACK",1.0665069,128.89999,0,"2382"
"QR","QUIN RED",0.99460757,11.9,0,"2382"
"PB","PTHALO BLUE",1.0041941,13.6,0,"2382"
"SEALER","TONNER ",0.97303772,3425.8,0,"2383"
"TW","TITANIUM WHITE",1.8813661,115.4,0,"2383"
"YO","YELLOW OXIDE",1.605752,39.099998,0,"2383"
"BU","BURNT UMBER",1.483523,22.299999,0,"2383"
"LB","LAMP BLACK",1.0665069,3.7,0,"2383"
"QR","QUIN RED",0.99460757,121,0,"2383"
"RO","RED OXIDE",1.7974836,48.400002,0,"2383"
"UO","UNLEADED ORANGE",1.9868184,22.299999,0,"2383"
"TW","TITANIUMN WHITE",1.8813661,268.89999,0,"2384"
"BASE","WIPE STAIN",0.82444578,3087.2,0,"2385"
"LB","LAMP BLACK",1.0665069,30.9,0,"2385"
"OY","ORGANIC YELLOW",1.0784901,12.3,0,"2385"
"SEALER","TONER ",0.97303772,3460.8,0,"2387"
"BU","BURNT UMBER",1.483523,1.3,0,"2387"
"RU","RAW UMBER",1.3876573,2.0999999,0,"2387"
"YO","YELLOW OXIDE",1.605752,3.8,0,"2387"
"TW","TITANIUMN WHITE",1.8813661,417,0,"2387"
"QR","QUIN RED ",0.99460757,0.40000001,0,"2387"
"LB","LAMP BLACK",1.0665069,1.7,0,"2387"
"BASE","WIPE STAIN ",0.82444578,780.20001,0,"2389"
"BU","BURNT UMBER",1.483523,33.599998,0,"2389"
"RU","RAW UMBER",1.3876573,0.80000001,0,"2389"
"YO","YELLOW OXIDE",1.605752,23,0,"2389"
"TW","TITANIUMN WHITE",1.8813661,102,0,"2389"
"QR","QUIN RED ",0.99460757,3,0,"2389"
"BASE","GLAZE ",0.88436192,621.09998,0,"2390"
"BU","BURNT UMBER",1.483523,8.8999996,0,"2390"
"YO","YELLOW OXIDE",1.605752,23.9,0,"2390"
"TW","TITANIUMN WHITE",1.8813661,79.5,0,"2390"
"QR","QUIN RED ",0.99460757,0.89999998,0,"2390"
"BASE","GLAZE ",0.88436192,3060.3,0,"2391"
"BU","BURNT UMBER",1.483523,8.6000004,0,"2391"
"YO","YELLOW OXIDE",1.605752,25.799999,0,"2391"
"TW","TITANIUMN WHITE",1.8813661,524.40002,0,"2391"
"LB","LAMP BLACK",1.0665069,25.799999,0,"2391"
"BASE","GLAZE ",0.88436192,3018.2,0,"2392"
"BU","BURNT UMBER",1.483523,83,0,"2392"
"YO","YELLOW OXIDE",1.605752,30.200001,0,"2392"
"TW","TITANIUMN WHITE",1.8813661,452.70001,0,"2392"
"LB","LAMP BLACK",1.0665069,60.400002,0,"2392"
"BASE","GLAZE ",0.88436192,2881.6001,0,"2394"
"BU","BURNT UMBER",1.483523,129.7,0,"2394"
"RU","RAW UMBER",1.3876573,79.199997,0,"2394"
"YO","YELLOW OXIDE",1.605752,252.10001,0,"2394"
"TW","TITANIUMN WHITE",1.8813661,194.5,0,"2394"
"LB","LAMP BLACK",1.0665069,129.7,0,"2394"
"BASE","GLAZE ",0.88436192,3030.8999,0,"2395"
"RU","RAW UMBER",1.3876573,119.2,0,"2395"
"YO","YELLOW OXIDE",1.605752,39.700001,0,"2395"
"TW","TITANIUMN WHITE",1.8813661,447.20001,0,"2395"
"LB","LAMP BLACK",1.0665069,9.8999996,0,"2395"
"SEALER","TONER ",0.97303772,3471.2,0,"2396"
"BASE","WIPE STAIN",0.82444578,2669.6001,0,"2435"
"TW","TITANIUM WHITE",1.8813661,236.60001,0,"2435"
"LB","LAMP BLACK",1.0665069,111.7,0,"2435"
"RU","RAW UMBER",1.483523,305.89999,0,"2435"
"YO","YELLOW OXIDE",1.605752,26.799999,0,"2435"
"BU","BURNT UMBER",1.483523,110.2,0,"2435"
"BASE","GLAZE",0.88436192,3087.5,0,"2439"
"RU","RAW UMBER",1.3876573,112.3,0,"2439"
"QR","QUIN RED ",0.99460757,112.3,0,"2439"
"LB","LAMP BLACK",1.0665069,106.7,0,"2439"
"BASE","WIPE STAIN",0.82444578,2910.7,0,"2442"
"BU","BURNT UMBER",1.483523,8.1000004,0,"2396"
"RU","RAW UMBER",1.3876573,8.3999996,0,"2396"
"YO","YELLOW OXIDE",1.605752,35.099998,0,"2396"
"TW","TITANIUMN WHITE",1.8813661,330.79999,0,"2396"
"LB","LAMP BLACK",1.0665069,9,0,"2396"
"BASE","GLAZE ",0.88436192,2933.5,0,"2397"
"BU","BURNT UMBER",1.483523,20.799999,0,"2397"
"RU","RAW UMBER",1.3876573,388.70001,0,"2397"
"YO","YELLOW OXIDE",1.605752,34.700001,0,"2397"
"TW","TITANIUMN WHITE",1.8813661,249.89999,0,"2397"
"LB","LAMP BLACK",1.0665069,20.799999,0,"2397"
"SEALER","TONER ",0.97303772,3661.2,0,"2398"
"BU","BURNT UMBER",1.483523,5,0,"2398"
"YO","YELLOW OXIDE",1.605752,1.8,0,"2398"
"TW","TITANIUMN WHITE",1.8813661,27,0,"2398"
"LB","LAMP BLACK",1.0665069,3.7,0,"2398"
"SEALER","TONER ",0.97303772,3664.3999,0,"2399"
"BU","BURNT UMBER",1.483523,0.89999998,0,"2399"
"YO","YELLOW OXIDE",1.605752,1.4,0,"2399"
"TW","TITANIUMN WHITE",1.8813661,30.700001,0,"2399"
"LB","LAMP BLACK",1.0665069,1.4,0,"2399"
"BASE","WIPE STAIN ",0.82444578,2891.8999,0,"2400"
"BU","BURNT UMBER",1.483523,45.700001,0,"2400"
"RU","RAW UMBER",1.3876573,25.4,0,"2400"
"YO","YELLOW OXIDE",1.605752,25.4,0,"2400"
"TW","TITANIUMN WHITE",1.8813661,355.10001,0,"2400"
"LB","LAMP BLACK",1.0665069,25.4,0,"2400"
"SEALER","TONER ",0.97303772,3479.6001,0,"2401"
"BU","BURNT UMBER",1.483523,3.3,0,"2401"
"RU","RAW UMBER",1.3876573,1.5,0,"2401"
"YO","YELLOW OXIDE",1.605752,3.3,0,"2401"
"TW","TITANIUMN WHITE",1.8813661,363.39999,0,"2401"
"LB","LAMP BLACK",1.0665069,8.3000002,0,"2401"
"RO","RED OXIDE",1.7974836,1.5,0,"2401"
"PB","PTHALO BLUE",1.0041941,1.5,0,"2401"
"BASE","GLAZE ",0.88436192,2950.6001,0,"2403"
"BU","BURNT UMBER",1.483523,147.5,0,"2403"
"RU","RAW UMBER",1.3876573,228.5,0,"2403"
"LB","LAMP BLACK",1.0665069,196.7,0,"2403"
"BASE","GLAZE ",0.88436192,3245.5,0,"2404"
"BU","BURNT UMBER",1.483523,72.5,0,"2404"
"RU","RAW UMBER",1.3876573,64.900002,0,"2404"
"YO","YELLOW OXIDE",1.605752,11.9,0,"2404"
"LB","LAMP BLACK",1.0665069,13,0,"2404"
"BASE","WIPE STAIN",0.82444578,3032.1001,0,"2405"
"RU","RAW UMBER",1.3876573,60.599998,0,"2405"
"YO","YELLOW OXIDE",1.605752,60.599998,0,"2405"
"TW","TITANIUMN WHITE",1.8813661,48.5,0,"2405"
"BU","BURNT UMBER",1.483523,24.299999,0,"2407"
"SEALER","TONNER",0.97303772,3471.7,0,"2408"
"RU","RAW UMBER",1.483523,20.9,0,"2434"
"OY","ORGANIC YELLOW",1.0784901,20.9,0,"2434"
"QR","QUIN RED",0.99460757,19.200001,0,"2435"
"BASE","GLAZE",0.88436192,3065.6001,0,"2436"
"TW","TITANIUM WHITE",1.8813661,413.89999,0,"2436"
"LB","LAMP BLACK",1.0665069,61.299999,0,"2436"
"BU","BURNT UMBER",1.483523,61.299999,0,"2436"
"TW","TITANIUM WHITE",1.8813661,401.79999,0,"2437"
"LB","LAMP BLACK",1.0665069,0.5,0,"2437"
"RU","RAW UMBER",1.483523,2.7,0,"2437"
"OY","ORGANIC YELLOW",1.0784901,0.89999998,0,"2437"
"YO","YELLOW OXIDE",1.605752,3.2,0,"2437"
"SEALER","TONER",0.97303772,3470.2,0,"2437"
"BASE","WIPE STAIN",0.82444578,3089.7,0,"2438"
"BU","BURNT UMBER",1.483523,48.200001,0,"2438"
"YO","YELLOW OXIDE",1.605752,1.7,0,"2438"
"LB","LAMP BLACK",1.0665069,2.9000001,0,"2438"
"RO","RED OXIDE",1.7974836,2.0999999,0,"2438"
"RU","RAW UMBER",1.3876573,197.89999,0,"2442"
"YO","YELLOW OXIDE",1.605752,151.39999,0,"2442"
"UO","UNLEADED ORANGE",1.9856201,34.900002,0,"2442"
"BASE","WIPE STAIN",0.82444578,2830.5,0,"2443"
"RU","RAW UMBER",1.3876573,103.8,0,"2443"
"YO","YELLOW OXIDE",1.605752,28.299999,0,"2443"
"LB","LAMP BLACK",1.0665069,37.700001,0,"2443"
"QR","QUIN RED ",0.99460757,113.2,0,"2443"
"RO","RED OXIDE",1.7974836,198.10001,0,"2443"
"BASE","WIPE STAIN",0.82444578,2770.1001,0,"2444"
"RU","RAW UMBER",1.3876573,219.7,0,"2444"
"YO","YELLOW OXIDE",1.605752,248.39999,0,"2444"
"UO","UNLEADED ORANGE",1.9856201,38.200001,0,"2444"
"LB","LAMP BLACK",1.0665069,28.700001,0,"2444"
"QR","QUIN RED ",0.99460757,28.700001,0,"2444"
"RO","RED OXIDE",1.7974836,66.900002,0,"2444"
"PB","PTHALO BLUE",1.0041941,7.5,0,"2445"
"MY","MEDIUM YELLOW",1.0784901,5,0,"2445"
"TW","TITANIUMN WHITE",1.8813661,303.70001,0,"2445"
"SEALER","TONER",0.97303772,3514.1001,0,"2445"
"BASE","WIPE STAIN",0.82444578,2897.2,0,"2446"
"RU","RAW UMBER",1.3876573,193.10001,0,"2446"
"LB","LAMP BLACK",1.0665069,86.900002,0,"2446"
"QR","QUIN RED ",0.99460757,19.299999,0,"2446"
"TW","TITANIUMN WHITE",1.8813661,57.900002,0,"2446"
"BASE","GLAZE ",0.88436192,3270,0,"2447"
"RU","RAW UMBER",1.3876573,121.5,0,"2447"
"RU","RAW UMBER",1.3876573,0.2,0,"2448"
"YO","YELLOW OXIDE",1.605752,0.89999998,0,"2448"
"UO","UNLEADED ORANGE",1.9856201,0.1,0,"2448"
"BU","BURNT UMBER",1.483523,0.30000001,0,"2448"
"LB","LAMP BLACK",1.0665069,0.1,0,"2448"
"RU","RAW UMBER",1.3876573,97.199997,0,"2408"
"YO","YELLOW OXIDE",1.605752,50,0,"2408"
"TW","TITANIUMN WHITE",1.8813661,51.400002,0,"2408"
"LB","LAMP BLACK",1.0665069,94.400002,0,"2408"
"BASE","WIPE STAIN",0.82444578,3063.3999,0,"2409"
"RU","RAW UMBER",1.3876573,42.900002,0,"2409"
"YO","YELLOW OXIDE",1.605752,36.799999,0,"2409"
"TW","TITANIUMN WHITE",1.8813661,18.4,0,"2409"
"LB","LAMP BLACK",1.0665069,6.0999999,0,"2409"
"BASE","SPRAY STAIN",0.81485921,3043.5,0,"2410"
"DYE","RED BROWN",1.0305573,21.5,0,"2410"
"DYE","DARK BROWN",1.0305573,22.299999,0,"2410"
"DYE","GOLDEN BROWN",1.0305573,7.6999998,0,"2410"
"RU","RAW UMBER",1.3876573,2.9000001,0,"2412"
"YO","YELLOW OXIDE",1.605752,4.3000002,0,"2412"
"LB","LAMP BLACK",1.0665069,0.40000001,0,"2412"
"PRIMER","24 WHITE ",1.1312163,4275.8999,0,"2412"
"BASE","GLAZE ",0.88436192,3238,0,"2413"
"RU","RAW UMBER",1.3876573,73.400002,0,"2413"
"YO","YELLOW OXIDE",1.605752,31.4,0,"2413"
"TW","TITANIUMN WHITE",1.8813661,41.900002,0,"2413"
