Rex,Label,Density,Grams,Cost,Formula Number
"LB","LAMP BLACK",1.0665069,104,0,"3192"
"TW","TITANIUM WHITE",1.8813661,97.900002,0,"3192"
"VARNISH","CONVERSION",0.95865786,3379.5,0,"3193"
"LB","LAMP BLACK",1.0665069,121.4,0,"3193"
"TW","TITANIUM WHITE",1.8813661,206.5,0,"3193"
"QR","QUIN RED",0.99460757,15,0,"3193"
"PB","PTHALO BLUE",1.0041941,18.799999,0,"3193"
"YO","YELLOW OXIDE",1.605752,3.8,0,"3193"
"RU","RAW UMBER",1.3876573,3,0,"3195"
"YO","YELLOW OXIDE",1.605752,9.8999996,0,"3195"
"QR","QUIN RED",0.99460757,1,0,"3195"
"TW","TITANIUM WHITE",1.8813661,362.60001,0,"3195"
"LB","LAMP BLACK",1.0665069,7.5,0,"3195"
"OY","ORGANIC YELLOW",1.0784901,2.5,0,"3195"
"QR","QUIN RED",0.99460757,2.4000001,0,"3192"
"YO","YELLOW OXIDE",1.605752,31.799999,0,"3192"
"RU","RAW UMBER",1.3876573,53.799999,0,"3192"
"PRIMER","24 WHITE",1.1312163,4268.5,0,"3196"
"RU","RAW UMBER",1.3876573,7.5,0,"3196"
"YO","YELLOW OXIDE",1.605752,5.8000002,0,"3196"
"LB","LAMP BLACK",1.0665069,0.80000001,0,"3196"
"OY","ORGANIC YELLOW",1.0784901,0.80000001,0,"3196"
"BU","BURNT UMBER",1.483523,1.7,0,"3196"
"VARNISH","TONER",0.97303772,3512.5,0,"3197"
"YO","YELLOW OXIDE",1.605752,6.8000002,0,"3197"
"TW","TITANIUM WHITE",1.8813661,243.89999,0,"3197"
"LB","LAMP BLACK",1.0665069,18.5,0,"3197"
"OY","ORGANIC YELLOW",1.0784901,8.8000002,0,"3197"
"BU","BURNT UMBER",1.483523,23.4,0,"3197"
"VARNISH","TONER",0.97303772,3348.6001,0,"3198"
"QR","QUIN RED",0.99460757,285.29999,0,"3198"
"TW","TITANIUM WHITE",1.8813661,49.299999,0,"3198"
"LB","LAMP BLACK",1.0665069,8.6000004,0,"3198"
"RO","RED OXIDE",1.7974836,36.5,0,"3198"
"PB","PTHALO BLUE",1.0041941,2.0999999,0,"3198"
"VARNISH","TONER",0.97303772,3348,0,"3199"
"QR","QUIN RED",0.99460757,286.29999,0,"3199"
"TW","TITANIUM WHITE",1.8813661,52.900002,0,"3199"
"LB","LAMP BLACK",1.0665069,6.5999999,0,"3199"
"RO","RED OXIDE",1.7974836,39.599998,0,"3199"
"VARNISH","TONER",0.97303772,3435.8999,0,"3200"
"YO","YELLOW OXIDE",1.605752,34.400002,0,"3200"
"QR","QUIN RED",0.99460757,126,0,"3200"
"TW","TITANIUM WHITE",1.8813661,91.599998,0,"3200"
"LB","LAMP BLACK",1.0665069,3.8,0,"3200"
"BU","BURNT UMBER",1.483523,22.9,0,"3200"
"RO","RED OXIDE",1.7974836,47.700001,0,"3200"
"UO","UNLEADED ORANGE",1.9868184,22.9,0,"3200"
"VARNISH","TONER",0.97303772,3472.2,0,"3201"
"RU","RAW UMBER",1.3876573,15.6,0,"3201"
"YO","YELLOW OXIDE",1.605752,19.1,0,"3201"
"TW","TITANIUM WHITE",1.8813661,345.5,0,"3201"
"LB","LAMP BLACK",1.0665069,1.7,0,"3201"
"BU","BURNT UMBER",1.483523,12.2,0,"3201"
"VARNISH","TONER",0.97303772,3498.7,0,"3202"
"RU","RAW UMBER",1.3876573,16.4,0,"3202"
"YO","YELLOW OXIDE",1.605752,9.8000002,0,"3202"
"QR","QUIN RED",0.99460757,2.2,0,"3202"
"TW","TITANIUM WHITE",1.8813661,303.89999,0,"3202"
"BASE","WIPE STAIN ",0.82444578,2913.5,0,"3217"
"BU","BURNT UMBER",1.483523,6.8000002,0,"3217"
"RU","RAW UMBER",1.3876573,6.8000002,0,"3217"
"RO","RED OXIDE",1.7974836,6.8000002,0,"3217"
"TW","TITANIUM WHITE",1.8813661,447.20001,0,"3217"
"LB","LAMP BLACK",1.0665069,1.1,0,"3202"
"BU","BURNT UMBER",1.483523,9.8000002,0,"3202"
"BASE","SPRAY STAIN",0.81246257,3062,0,"3203"
"DYE","YELLOW",1.0305573,14.5,0,"3203"
"DYE","GREEN ",1.0305573,2.2,0,"3203"
"PG","PTHALO GREEN",1.052127,12.4,0,"3204"
"VARNISH","TONER",0.97303772,3466,0,"3205"
"RU","RAW UMBER",1.3876573,86.199997,0,"3205"
"YO","YELLOW OXIDE",1.605752,36.400002,0,"3205"
"QR","QUIN RED",0.99460757,24.299999,0,"3205"
"TW","TITANIUM WHITE",1.8813661,139.10001,0,"3205"
"LB","LAMP BLACK",1.0665069,20.4,0,"3205"
"PB","PTHALO BLUE",1.0041941,20.799999,0,"3205"
"BASE","WIPE STAIN",0.82444578,2667.1001,0,"3206"
"TW","TITANIUM WHITE",1.8813661,124.5,0,"3206"
"YO","YELLOW OXIDE",1.605752,26.700001,0,"3206"
"LB","LAMP BLACK",1.0665069,471.20001,0,"3206"
"PG","PTHALO GREEN",1.052127,26.700001,0,"3206"
"BASE","WIPE STAIN",0.82444578,2940.2,0,"3208"
"TW","TITANIUM WHITE",1.8813661,215.60001,0,"3208"
"LB","LAMP BLACK",1.0665069,39.200001,0,"3208"
"PG","PTHALO GREEN",1.052127,13.1,0,"3208"
"QR","QUIN RED",0.99460757,19.6,0,"3208"
"BU","BURNT UMBER",1.483523,52.299999,0,"3208"
"BU","BURNT UMBER",1.483523,114,0,"3210"
"RU","RAW UMBER",1.3876573,146.89999,0,"3210"
"VARNISH","TONER",0.97303772,3487.3999,0,"3211"
"TW","TITANIUM WHITE",1.8813661,221.5,0,"3211"
"YO","YELLOW OXIDE",1.605752,15.1,0,"3211"
"LB","LAMP BLACK",1.0665069,11.3,0,"3211"
"PG","PTHALO GREEN",1.052127,1.9,0,"3211"
"QR","QUIN RED",0.99460757,0.89999998,0,"3211"
"RU","RAW UMBER",1.3876573,83.900002,0,"3211"
"VARNISH","TONER",0.97303772,3498.3,0,"3212"
"TW","TITANIUM WHITE",1.8813661,355,0,"3212"
"LB","LAMP BLACK",1.0665069,1.1,0,"3212"
"VARNISH","TONER",0.97303772,3404.2,0,"3213"
"TW","TITANIUM WHITE",1.8813661,535.5,0,"3213"
"LB","LAMP BLACK",1.0665069,1.1,0,"3213"
"RU","RAW UMBER",1.3876573,1.1,0,"3213"
"PRIMER","24 WHITE BASE",1.1312163,4277.2998,0,"3216"
"RU","RAW UMBER",1.3876573,1.2,0,"3216"
"BU","BURNT UMBER",1.483523,0.80000001,0,"3216"
"YO","YELLOW OXIDE",1.605752,1.8,0,"3216"
"OY","ORGANIC YELLOW",1.0784901,1.4,0,"3216"
"PRIMER","24 WHITE",1.1312163,4281.2002,0,"3617"
"YO","YELLOW OXIDE",1.605752,0.69999999,0,"3617"
"TONER","VARNISH",0.97303772,3464.6001,0,"3618"
"YO","YELLOW OXIDE",1.605752,1.2,0,"3618"
"QR","QUIN RED",0.99460757,1.2,0,"3618"
"VARNISH","TONER",0.97303772,3482.3999,0,"3218"
"BU","BURNT UMBER",1.483523,6.1999998,0,"3218"
"RU","RAW UMBER",1.3876573,2.8,0,"3218"
"YO","YELLOW OXIDE",1.605752,5.0999999,0,"3218"
"TW","TITANIUM WHITE",1.8813661,367.29999,0,"3218"
"LB","LAMP BLACK",1.0665069,1.7,0,"3218"
"BASE","WIPE STAIN ",0.82444578,2983.6001,0,"3219"
"RU","RAW UMBER",1.3876573,199.39999,0,"3219"
"YO","YELLOW OXIDE",1.605752,23.9,0,"3219"
"PG","PTHALO GREEN",1.052127,8,0,"3219"
"VARNISH","CONVERSION",0.95865786,3424.1001,0,"3220"
"TW","TITANIUM WHITE",1.8813661,310.10001,0,"3220"
"LB","LAMP BLACK",1.0665069,9.3000002,0,"3220"
"PB","PTHALO BLUE",1.0041941,26.5,0,"3220"
"QR","QUIN RED",0.99460757,13.3,0,"3220"
"VARNISH","CONVERSION",0.95865786,3402.3999,0,"3221"
"TW","TITANIUM WHITE",1.8813661,351.10001,0,"3221"
"LB","LAMP BLACK",1.0665069,8.6000004,0,"3221"
"PB","PTHALO BLUE",1.0041941,24.299999,0,"3221"
"QR","QUIN RED",0.99460757,16.9,0,"3221"
"VARNISH","CONVERSION",0.95865786,3415.8999,0,"3222"
"TW","TITANIUM WHITE",1.8813661,285,0,"3222"
"LB","LAMP BLACK",1.0665069,15.6,0,"3222"
"PB","PTHALO BLUE",1.0041941,29.299999,0,"3222"
"QR","QUIN RED",0.99460757,26.4,0,"3222"
"LB","LAMP BLACK",1.0665069,42.599998,0,"3223"
"QR","QUIN RED",0.99460757,42.599998,0,"3223"
"RU","RAW UMBER",1.3876573,475.79999,0,"3223"
"BASE","GLAZE",0.88436192,2889,0,"3223"
"BU","BURNT UMBER",1.483523,137.2,0,"3223"
"BASE","WIPE STAIN",0.82444578,3030.8,0,"3224"
"BU","BURNT UMBER",1.483523,95.300003,0,"3224"
"LB","LAMP BLACK",1.0665069,47.599998,0,"3224"
"BASE","SPRAY STAIN",0.81485921,2962.8999,0,"3225"
"DYE","DARK BROWN",1.0305573,62.400002,0,"3225"
"DYE","RED BROWN ",1.0305573,67.699997,0,"3225"
"DYE","GOLDEN BROWN",1.0305573,6.3000002,0,"3225"
"DYE","BLACK",1.0305573,16.9,0,"3225"
"QR","QUIN RED",0.99460757,43.799999,0,"3226"
"TW","TITANIUM WHITE",1.8813661,87.599998,0,"3226"
"LB","LAMP BLACK",1.0665069,40.900002,0,"3226"
"PB","PTHALO BLUE",1.0041941,56.900002,0,"3226"
"TONER","VARNISH",0.97303772,3502.3999,0,"3226"
"BASE","WIPE STAIN",0.82444578,2989.2,0,"3227"
"RU","RAW UMBER",1.3876573,79.699997,0,"3227"
"LB","LAMP BLACK",1.0665069,39.900002,0,"3227"
"OY","ORGANIC YELLOW",1.0784901,69.699997,0,"3227"
"BASE","WIPE STAIN",0.82444578,2867.3999,0,"3228"
"RU","RAW UMBER",1.3876573,129,0,"3228"
"QR","QUIN RED",0.99460757,7.1999998,0,"3228"
"TW","TITANIUM WHITE",1.8813661,351.29999,0,"3228"
"LB","LAMP BLACK",1.0665069,21.5,0,"3228"
"YO","YELLOW OXIDE",1.605752,4.4000001,0,"3229"
"TW","TITANIUM WHITE",1.8813661,329.39999,0,"3229"
"LB","LAMP BLACK",1.0665069,2.5999999,0,"3229"
"TONER","VARNISH",0.97303772,3507.5,0,"3229"
"BASE","GLAZE",0.88436192,3067.1001,0,"3230"
"RU","RAW UMBER",1.3876573,170.39999,0,"3230"
"TW","TITANIUM WHITE",1.8813661,45.400002,0,"3230"
"LB","LAMP BLACK",1.0665069,136.3,0,"3230"
"OY","ORGANIC YELLOW",1.0784901,45.400002,0,"3230"
"RU","RAW UMBER",1.3876573,26.1,0,"3231"
"QR","QUIN RED",0.99460757,14.9,0,"3231"
"TW","TITANIUM WHITE",1.8813661,84.400002,0,"3231"
"LB","LAMP BLACK",1.0665069,21.1,0,"3231"
"PB","PTHALO BLUE",1.0041941,96.800003,0,"3231"
"TONER","VARNISH",0.97303772,3493.5,0,"3231"
"BASE","GLAZE",0.88436192,3169,0,"3232"
"BU","BURNT UMBER",1.483523,10.7,0,"3232"
"RU","RAW UMBER",1.3876573,10.7,0,"3232"
"YO","YELLOW OXIDE",1.605752,18.299999,0,"3232"
"TW","TITANIUM WHITE",1.8813661,329.79999,0,"3232"
"BASE","WIPE STAIN",0.82444578,2972,0,"3233"
"RU","RAW UMBER",1.3876573,47.099998,0,"3233"
"TW","TITANIUM WHITE",1.8813661,248.89999,0,"3233"
"LB","LAMP BLACK",1.0665069,6.1999998,0,"3233"
"OY","ORGANIC YELLOW",1.0784901,5,0,"3233"
"PG","PTHALO GREEN",1.052127,3.7,0,"3233"
"BASE","WIPE STAIN",0.82444578,2897.5,0,"3234"
"BU","BURNT UMBER",1.483523,4,0,"3234"
"RU","RAW UMBER",1.3876573,40,0,"3234"
"YO","YELLOW OXIDE",1.605752,3,0,"3234"
"TW","TITANIUM WHITE",1.8813661,428.60001,0,"3234"
"LB","LAMP BLACK",1.0665069,10,0,"3234"
"RU","RAW UMBER",1.3876573,18.5,0,"3235"
"TW","TITANIUM WHITE",1.8813661,246.3,0,"3235"
"LB","LAMP BLACK",1.0665069,31.5,0,"3235"
"PB","PTHALO BLUE",1.0041941,11.1,0,"3235"
"TONER","VARNISH",0.97303772,3503.1001,0,"3235"
"TONER","VARNISH",0.97303772,3461.3999,0,"3238"
"QR","QUIN RED",0.99460757,3.7,0,"3238"
"TW","TITANIUM WHITE",1.8813661,336.89999,0,"3238"
"YO","YELLOW OXIDE",1.605752,8.3000002,0,"3238"
"PB","PTHALO BLUE",1.0041941,13.8,0,"3238"
"LB","LAMP BLACK",1.0665069,27.700001,0,"3238"
"TW","TITANIUM WHITE",1.8813661,89.099998,0,"3239"
"YO","YELLOW OXIDE",1.605752,89.099998,0,"3239"
"BU","BURNT UMBER",1.483523,17.799999,0,"3239"
"RU","RAW UMBER",1.3876573,17.799999,0,"3239"
"MY","MEDIUM YELLOW",1.0784901,26.700001,0,"3239"
"BASE","WIPE STAIN",0.82444578,2994.8999,0,"3239"
"TONER","VARNISH",0.97303772,3623.1001,0,"3240"
"RU","RAW UMBER",1.3876573,15.4,0,"3240"
"YO","YELLOW OXIDE",1.605752,1.5,0,"3240"
"TW","TITANIUM WHITE",1.8813661,91.599998,0,"3240"
"LB","LAMP BLACK",1.0665069,0.80000001,0,"3240"
"BASE","GLAZE",0.88436192,2914.8,0,"3241"
"RU","RAW UMBER",1.3876573,466.39999,0,"3241"
"TW","TITANIUM WHITE",1.8813661,81.599998,0,"3241"
"LB","LAMP BLACK",1.0665069,116.6,0,"3241"
"BASE","WIPE STAIN",0.82444578,2739.5,0,"3242"
"YO","YELLOW OXIDE",1.605752,70.400002,0,"3242"
"QR","QUIN RED",0.99460757,15.7,0,"3242"
"TW","TITANIUM WHITE",1.8813661,508.79999,0,"3242"
"LB","LAMP BLACK",1.0665069,140.89999,0,"3242"
"BASE","WIPE STAIN",0.82444578,2802,0,"3243"
"BU","BURNT UMBER",1.483523,16.9,0,"3243"
"RU","RAW UMBER",1.3876573,33.900002,0,"3243"
"YO","YELLOW OXIDE",1.605752,42.299999,0,"3243"
"TW","TITANIUM WHITE",1.8813661,550.20001,0,"3243"
"LB","LAMP BLACK",1.0665069,33.900002,0,"3243"
"TONER","VARNISH",0.97303772,3489.8,0,"3246"
"BU","BURNT UMBER",1.483523,4.1999998,0,"3246"
"RU","RAW UMBER",1.3876573,8.3999996,0,"3246"
"YO","YELLOW OXIDE",1.605752,5.5999999,0,"3246"
"TW","TITANIUM WHITE",1.8813661,350.39999,0,"3246"
"BASE","SPRAY STAIN",0.81485921,3039.7,0,"3247"
"DYE","DARK BROWN",1.0305573,4.6999998,0,"3247"
"DYE","BLACK",1.0305573,18.799999,0,"3247"
"DYE","YELLOW ",1.0305573,8.3999996,0,"3247"
"DYE","GREEN ",1.0305573,24.4,0,"3247"
"TONER","VARNISH",0.97303772,3463.8999,0,"3248"
"RU","RAW UMBER",1.3876573,43,0,"3248"
"YO","YELLOW OXIDE",1.605752,35.700001,0,"3248"
"QR","QUIN RED",0.99460757,3.0999999,0,"3248"
"TW","TITANIUM WHITE",1.8813661,241.39999,0,"3248"
"LB","LAMP BLACK",1.0665069,43,0,"3248"
"TONER","VARNISH",0.97303772,3464.7,0,"3249"
"RU","RAW UMBER",1.3876573,3.8,0,"3249"
"QR","QUIN RED",0.99460757,15.4,0,"3249"
"TW","TITANIUM WHITE",1.8813661,345.89999,0,"3249"
"LB","LAMP BLACK",1.0665069,13.5,0,"3249"
"PB","PTHALO BLUE",1.0041941,9.6000004,0,"3249"
"TONER","VARNISH",0.97303772,3473.3999,0,"3250"
"QR","QUIN RED",0.99460757,10.1,0,"3250"
"TW","TITANIUM WHITE",1.8813661,347.29999,0,"3250"
"LB","LAMP BLACK",1.0665069,5.8000002,0,"3250"
"PB","PTHALO BLUE",1.0041941,15.2,0,"3250"
"BASE","GLAZE ",0.88436192,3308.1001,0,"3251"
"YO","YELLOW OXIDE",1.605752,35.400002,0,"3251"
"LB","LAMP BLACK",1.0665069,23.6,0,"3251"
"BASE","SPRAY STAIN",0.81485921,3021.8,0,"3252"
"BU","BURNT UMBER",1.483523,54,0,"3252"
"YO","YELLOW OXIDE",1.605752,32.400002,0,"3252"
"LB","LAMP BLACK",1.0665069,21.6,0,"3252"
"TONER","VARNISH",0.97303772,3501.2,0,"3253"
"YO","YELLOW OXIDE",1.605752,109.2,0,"3253"
"TW","TITANIUM WHITE",1.8813661,218.5,0,"3253"
"PG","PTHALO GREEN",1.052127,2.8,0,"3253"
"TONER","VARNISH",0.97303772,3484.2,0,"3254"
"YO","YELLOW OXIDE",1.605752,12.8,0,"3254"
"QR","QUIN RED",0.99460757,1.8,0,"3254"
"TW","TITANIUM WHITE",1.8813661,349.29999,0,"3254"
"LB","LAMP BLACK",1.0665069,5.5,0,"3254"
"PB","PTHALO BLUE",1.0041941,3.7,0,"3254"
"TONER","VARNISH",0.97303772,3504.8,0,"3255"
"YO","YELLOW OXIDE",1.605752,17.5,0,"3255"
"TW","TITANIUM WHITE",1.8813661,302.89999,0,"3255"
"PB","PTHALO BLUE",1.0041941,11.3,0,"3255"
"TONER","VARNISH",0.97303772,3497.7,0,"3259"
"YO","YELLOW OXIDE",1.605752,23.200001,0,"3259"
"TW","TITANIUM WHITE",1.8813661,305.70001,0,"3259"
"PB","PTHALO BLUE",1.0041941,13.5,0,"3259"
"TONER","VARNISH",0.97303772,3496,0,"3260"
"YO","YELLOW OXIDE",1.605752,23.200001,0,"3260"
"TW","TITANIUM WHITE",1.8813661,305.5,0,"3260"
"LB","LAMP BLACK",1.0665069,1.9,0,"3260"
"PB","PTHALO BLUE",1.0041941,13.5,0,"3260"
"YO","YELLOW OXIDE",1.605752,35.400002,0,"3262"
"LB","LAMP BLACK",1.0665069,70.800003,0,"3262"
"BU","BURNT UMBER",1.483523,141.5,0,"3262"
"BASE","GLAZE",0.88436192,3184.7,0,"3262"
"TONER","VARNISH",0.97303772,3476.8999,0,"3263"
"YO","YELLOW OXIDE",1.605752,8.6999998,0,"3263"
"TW","TITANIUM WHITE",1.8813661,333.89999,0,"3263"
"LB","LAMP BLACK",1.0665069,1.4,0,"3263"
"RU","RAW UMBER",1.3876573,32.599998,0,"3263"
"OY","ORGANIC YELLOW",1.0784901,4.3000002,0,"3263"
"TONER","VARNISH",0.97303772,3627.7,0,"3265"
"RU","RAW UMBER",1.3876573,14.2,0,"3265"
"YO","YELLOW OXIDE",1.605752,2.5,0,"3265"
"TW","TITANIUM WHITE",1.8813661,81.699997,0,"3265"
"LB","LAMP BLACK",1.0665069,1.7,0,"3265"
"RU","RAW UMBER",1.3876573,202.3,0,"3266"
"QR","QUIN RED",0.99460757,57.799999,0,"3266"
"BU","BURNT UMBER",1.483523,337.20001,0,"3266"
"BASE","WIPE STAIN ",0.82444578,2765.2,0,"3266"
"TONER","VARNISH",0.97303772,3486.3999,0,"3268"
"BASE","WIPE STAIN ",0.82444578,3065.2,0,"3273"
"BU","BURNT UMBER",1.483523,7,0,"3273"
"RU","RAW UMBER",1.3876573,20.299999,0,"3268"
"YO","YELLOW OXIDE",1.605752,8.6999998,0,"3268"
"QR","QUIN RED",0.99460757,1.5,0,"3268"
"TW","TITANIUM WHITE",1.8813661,334.10001,0,"3268"
"LB","LAMP BLACK",1.0665069,2.9000001,0,"3268"
"BASE","WIPE STAIN",0.82444578,2922,0,"3270"
"RU","RAW UMBER",1.3876573,97.400002,0,"3270"
"TW","TITANIUM WHITE",1.8813661,321.39999,0,"3270"
"RU","RAW UMBER",1.3876573,72.400002,0,"3273"
"TW","TITANIUM WHITE",1.8813661,7,0,"3273"
"LB","LAMP BLACK",1.0665069,7,0,"3273"
"TONER","VARNISH",0.97303772,3493.6001,0,"3274"
"YO","YELLOW OXIDE",1.605752,136.2,0,"3274"
"TW","TITANIUM WHITE",1.8813661,197.10001,0,"3274"
"PG","PTHALO GREEN",1.052127,5.4000001,0,"3274"
"TONER","VARNISH",0.97303772,3474.3,0,"3275"
"YO","YELLOW OXIDE",1.605752,39.099998,0,"3275"
"QR","QUIN RED",0.99460757,10.9,0,"3275"
"TW","TITANIUM WHITE",1.8813661,310.5,0,"3275"
"LB","LAMP BLACK",1.0665069,15.2,0,"3275"
"TONER","VARNISH",0.97303772,3466.1001,0,"3277"
"YO","YELLOW OXIDE",1.605752,4.5,0,"3277"
"QR","QUIN RED",0.99460757,2,0,"3277"
"TW","TITANIUM WHITE",1.8813661,372.89999,0,"3277"
"LB","LAMP BLACK",1.0665069,13.9,0,"3277"
"PB","PTHALO BLUE",1.0041941,6.9000001,0,"3277"
"RU","RAW UMBER",1.3876573,22,0,"3281"
"YO","YELLOW OXIDE",1.605752,14.7,0,"3281"
"TW","TITANIUM WHITE",1.8813661,128.60001,0,"3281"
"BASE","DRY GLAZE",1.3636909,5034.2002,0,"3281"
"TONER","VARNISH",0.97303772,3491.5,0,"3284"
"BU","BURNT UMBER",1.483523,5.4000001,0,"3284"
"YO","YELLOW OXIDE",1.605752,13.5,0,"3284"
"QR","QUIN RED",0.99460757,2.7,0,"3284"
"TW","TITANIUM WHITE",1.8813661,323.5,0,"3284"
"LB","LAMP BLACK",1.0665069,10.8,0,"3284"
"TONER","VARNISH",0.97303772,3462.8,0,"3285"
"RU","RAW UMBER",1.3876573,49.5,0,"3285"
"YO","YELLOW OXIDE",1.605752,41.200001,0,"3285"
"QR","QUIN RED",0.99460757,1.6,0,"3285"
"TW","TITANIUM WHITE",1.8813661,285.29999,0,"3285"
"LB","LAMP BLACK",1.0665069,12.4,0,"3285"
"TONER","VARNISH",0.97303772,3494.8999,0,"3286"
"BU","BURNT UMBER",1.483523,6.4000001,0,"3286"
"YO","YELLOW OXIDE",1.605752,25.4,0,"3286"
"QR","QUIN RED",0.99460757,4.8000002,0,"3286"
"TW","TITANIUM WHITE",1.8813661,285.89999,0,"3286"
"LB","LAMP BLACK",1.0665069,17.5,0,"3286"
"TONER","VARNISH",0.97303772,3467.8,0,"3289"
"RU","RAW UMBER",1.3876573,58.400002,0,"3289"
"YO","YELLOW OXIDE",1.605752,40.599998,0,"3289"
"QR","QUIN RED",0.99460757,3.4000001,0,"3289"
"TW","TITANIUM WHITE",1.8813661,254.60001,0,"3289"
"LB","LAMP BLACK",1.0665069,16.1,0,"3289"
"TONER","VARNISH",0.97303772,3458.3,0,"3291"
"BU","BURNT UMBER",1.483523,9,0,"3291"
"YO","YELLOW OXIDE",1.605752,11.5,0,"3291"
"QR","QUIN RED",0.99460757,6.4000001,0,"3291"
"TW","TITANIUM WHITE",1.8813661,297.20001,0,"3291"
"LB","LAMP BLACK",1.0665069,21.799999,0,"3291"
"PB","PTHALO BLUE",1.0041941,25.6,0,"3291"
"PG","PTHALO GREEN",1.052127,7.6999998,0,"3291"
"TONER","VARNISH",0.97303772,3438.8,0,"3293"
"RU","RAW UMBER",1.3876573,183,0,"3293"
"YO","YELLOW OXIDE",1.605752,22.1,0,"3293"
"TW","TITANIUM WHITE",1.8813661,107.6,0,"3293"
"LB","LAMP BLACK",1.0665069,48.299999,0,"3293"
"PG","PTHALO GREEN",1.052127,3,0,"3293"
"TONER","VARNISH",0.97303772,3445.3999,0,"3295"
"YO","YELLOW OXIDE",1.605752,3.0999999,0,"3295"
"QR","QUIN RED",0.99460757,9.3000002,0,"3295"
"TW","TITANIUM WHITE",1.8813661,403.89999,0,"3295"
"LB","LAMP BLACK",1.0665069,6.1999998,0,"3295"
"PB","PTHALO BLUE",1.0041941,12.4,0,"3295"
"TONER","VARNISH",0.97303772,3470.3999,0,"3296"
"YO","YELLOW OXIDE",1.605752,5,0,"3296"
"QR","QUIN RED",0.99460757,5.9000001,0,"3296"
"TW","TITANIUM WHITE",1.8813661,350,0,"3296"
"LB","LAMP BLACK",1.0665069,5.9000001,0,"3296"
"PB","PTHALO BLUE",1.0041941,17.799999,0,"3296"
"TONER","VARNISH",0.97303772,3497,0,"3297"
"YO","YELLOW OXIDE",1.605752,3.3,0,"3297"
"QR","QUIN RED",0.99460757,8.3000002,0,"3297"
"TW","TITANIUM WHITE",1.8813661,303.10001,0,"3297"
"LB","LAMP BLACK",1.0665069,6.6999998,0,"3297"
"PB","PTHALO BLUE",1.0041941,13.3,0,"3297"
"BASE","WIPE STAIN",0.82444578,2950.1001,0,"3501"
"BU","BURNT UMBER",1.483523,29.4,0,"3501"
"RU","RAW UMBER",1.3876573,38.099998,0,"3501"
"TW","TITANIUM WHITE",1.8813661,293,0,"3501"
"PG","PTHALO GREEN",1.052127,3.9000001,0,"3501"
"TONER","VARNISH",0.97303772,3518.3,0,"3301"
"BU","BURNT UMBER",1.483523,3.5,0,"3301"
"RU","RAW UMBER",1.3876573,4.6999998,0,"3301"
"YO","YELLOW OXIDE",1.605752,3.5,0,"3301"
"TW","TITANIUM WHITE",1.8813661,293.20001,0,"3301"
"LB","LAMP BLACK",1.0665069,2.3,0,"3301"
"OY","ORGANIC YELLOW",1.0784901,3.5,0,"3301"
"BASE","SPRAY STAIN",0.81485921,2958.1001,0,"3302"
"DYE","RED BROWN",1.0305573,92.300003,0,"3302"
"DYE","DARK BROWN",1.0305573,28.700001,0,"3302"
"DYE","YELLOW ",1.0305573,38.5,0,"3302"
"BASE","WIPE STAIN",0.82444578,2856.5,0,"3303"
"RU","RAW UMBER",1.3876573,93.5,0,"3303"
"QR","QUIN RED",0.99460757,10.4,0,"3303"
"TW","TITANIUM WHITE",1.8813661,436.29999,0,"3303"
"PB","PTHALO BLUE",1.0041941,10.4,0,"3303"
"TONER","VARNISH",0.97303772,3469.3,0,"3305"
"QR","QUIN RED",0.99460757,136.5,0,"3305"
"TW","TITANIUM WHITE",1.8813661,41.599998,0,"3305"
"LB","LAMP BLACK",1.0665069,4.5999999,0,"3305"
"UO","UNLEADED ORANGE",1.9868184,111,0,"3305"
"TONER","VARNISH",0.97303772,3482.5,0,"3307"
"RU","RAW UMBER",1.3876573,65.300003,0,"3307"
"QR","QUIN RED",0.99460757,24.9,0,"3307"
"TW","TITANIUM WHITE",1.8813661,167.89999,0,"3307"
"LB","LAMP BLACK",1.0665069,31.1,0,"3307"
"PB","PTHALO BLUE",1.0041941,15.5,0,"3307"
"TONER","VARNISH",0.97303772,3504.2,0,"3308"
"RU","RAW UMBER",1.3876573,51.700001,0,"3308"
"QR","QUIN RED",0.99460757,17.200001,0,"3308"
"TW","TITANIUM WHITE",1.8813661,181,0,"3308"
"LB","LAMP BLACK",1.0665069,25.9,0,"3308"
"PB","PTHALO BLUE",1.0041941,8.6000004,0,"3308"
"TONER","VARNISH",0.97303772,3489.7,0,"3309"
"BU","BURNT UMBER",1.483523,0.89999998,0,"3309"
"RU","RAW UMBER",1.3876573,1.4,0,"3309"
"YO","YELLOW OXIDE",1.605752,9,0,"3309"
"TW","TITANIUM WHITE",1.8813661,358.39999,0,"3309"
"LB","LAMP BLACK",1.0665069,0.89999998,0,"3309"
"TONER","VARNISH",0.97303772,3484.3,0,"3310"
"YO","YELLOW OXIDE",1.605752,20.200001,0,"3310"
"QR","QUIN RED",0.99460757,10.1,0,"3310"
"TW","TITANIUM WHITE",1.8813661,141.39999,0,"3310"
"TONER","VARNISH",0.97303772,3460.7,0,"3354"
"BU","BURNT UMBER",1.483523,23.6,0,"3354"
"RU","RAW UMBER",1.3876573,7.5999999,0,"3354"
"YO","YELLOW OXIDE",1.605752,40.400002,0,"3354"
"TW","TITANIUM WHITE",1.8813661,321.60001,0,"3354"
"LB","LAMP BLACK",1.0665069,6,0,"3354"
"LB","LAMP BLACK",1.0665069,75.699997,0,"3310"
